user,par,doi,rank
AmericanCentury21,610,1.658631385,19
AmericanCentury21,524,1.652661722,20
AmericanCentury21,517,1.652661722,21
AmericanCentury21,567,1.572689362,22
AmericanCentury21,498,1.10994859,23
AmericanCentury21,497,1.10994859,24
AmericanCentury21,512,1.025569082,25
AmericanCentury21,510,1.025569082,26
AmericanCentury21,557,0.994191286,27
AmericanCentury21,462,0.940653124,28
AmericanCentury21,489,0.824845046,29
AmericanCentury21,487,0.824845046,30
AmericanCentury21,673,0,31
AmericanCentury21,667,0,32
AmericanCentury21,665,0,33
AmericanCentury21,660,0,34
AmericanCentury21,659,0,35
AmericanCentury21,658,0,36
AmericanCentury21,657,0,37
AmericanCentury21,656,0,38
AmericanCentury21,655,0,39
AmericanCentury21,654,0,40
AmericanCentury21,653,0,41
AmericanCentury21,652,0,42
AmericanCentury21,651,0,43
AmericanCentury21,649,0,44
AmericanCentury21,648,0,45
AmericanCentury21,647,0,46
AmericanCentury21,646,0,47
AmericanCentury21,644,0,48
AmericanCentury21,643,0,49
AmericanCentury21,642,0,50
AmericanCentury21,641,0,51
AmericanCentury21,640,0,52
AmericanCentury21,639,0,53
AmericanCentury21,638,0,54
AmericanCentury21,637,0,55
AmericanCentury21,636,0,56
AmericanCentury21,635,0,57
IZAK,417,1.533799057,1
IZAK,418,1.525805929,2
IZAK,424,1.202000731,3
IZAK,419,1.150164253,4
IZAK,416,1.150164253,5
IZAK,508,1.045963725,6
IZAK,509,0.987667475,7
IZAK,507,0.987667475,8
IZAK,502,0.987667475,9
IZAK,469,0.982154228,10
IZAK,501,0.958992613,11
IZAK,485,0.958992613,12
IZAK,471,0.958992613,13
IZAK,458,0.958992613,14
IZAK,468,0.896129642,15
IZAK,610,0.888357255,16
IZAK,524,0.849227055,17
IZAK,517,0.849227055,18
IZAK,567,0.826065439,19
IZAK,423,0.816690023,20
IZAK,421,0.723997288,21
IZAK,438,0.695322426,22
IZAK,557,0.521153562,23
IZAK,512,0.435912316,24
IZAK,510,0.435912316,25
IZAK,498,0.435912316,26
IZAK,497,0.435912316,27
IZAK,462,0.396210961,28
IZAK,489,0.34988773,29
IZAK,487,0.34988773,30
IZAK,673,0,31
IZAK,667,0,32
IZAK,665,0,33
IZAK,660,0,34
IZAK,659,0,35
IZAK,658,0,36
IZAK,657,0,37
IZAK,656,0,38
IZAK,655,0,39
IZAK,654,0,40
IZAK,653,0,41
IZAK,652,0,42
IZAK,651,0,43
IZAK,649,0,44
IZAK,648,0,45
IZAK,647,0,46
IZAK,646,0,47
IZAK,644,0,48
IZAK,643,0,49
IZAK,642,0,50
IZAK,641,0,51
IZAK,640,0,52
IZAK,639,0,53
IZAK,638,0,54
IZAK,637,0,55
IZAK,636,0,56
IZAK,635,0,57
Rossrs,418,0.730958262,1
Rossrs,417,0.715789774,2
Rossrs,424,0.42296756,3
Rossrs,419,0.42296756,4
Rossrs,416,0.42296756,5
Rossrs,423,0.403755039,6
Rossrs,610,0.390372891,7
Rossrs,508,0.390372891,8
Rossrs,567,0.327322235,9
Rossrs,524,0.327322235,10
Rossrs,517,0.327322235,11
Rossrs,509,0.327322235,12
Rossrs,507,0.327322235,13
Rossrs,502,0.327322235,14
Rossrs,501,0.327322235,15
Rossrs,485,0.327322235,16
Rossrs,471,0.327322235,17
Rossrs,469,0.327322235,18
Rossrs,468,0.327322235,19
Rossrs,458,0.327322235,20
Rossrs,557,0.252202624,21
Rossrs,438,0.221865648,22
Rossrs,421,0.221865648,23
Rossrs,512,0.126101312,24
Rossrs,510,0.126101312,25
Rossrs,498,0.126101312,26
Rossrs,497,0.126101312,27
Rossrs,489,0.126101312,28
Rossrs,487,0.126101312,29
Rossrs,462,0.126101312,30
Rossrs,673,0,31
Rossrs,667,0,32
Rossrs,665,0,33
Rossrs,660,0,34
Rossrs,659,0,35
Rossrs,658,0,36
Rossrs,657,0,37
Rossrs,656,0,38
Rossrs,655,0,39
Rossrs,654,0,40
Rossrs,653,0,41
Rossrs,652,0,42
Rossrs,651,0,43
Rossrs,649,0,44
Rossrs,648,0,45
Rossrs,647,0,46
Rossrs,646,0,47
Rossrs,644,0,48
Rossrs,643,0,49
Rossrs,642,0,50
Rossrs,641,0,51
Rossrs,640,0,52
Rossrs,639,0,53
Rossrs,638,0,54
Rossrs,637,0,55
Rossrs,636,0,56
Rossrs,635,0,57
Brian Schlosser42,418,0.850335415,1
Brian Schlosser42,417,0.835166928,2
Brian Schlosser42,424,0.602866507,3
Brian Schlosser42,419,0.602866507,4
Brian Schlosser42,416,0.602866507,5
Brian Schlosser42,610,0.52250868,6
Brian Schlosser42,508,0.52250868,7
Brian Schlosser42,567,0.459458024,8
Brian Schlosser42,524,0.459458024,9
Brian Schlosser42,517,0.459458024,10
Brian Schlosser42,509,0.459458024,11
Brian Schlosser42,507,0.459458024,12
Brian Schlosser42,502,0.459458024,13
Brian Schlosser42,501,0.459458024,14
Brian Schlosser42,485,0.459458024,15
Brian Schlosser42,471,0.459458024,16
Brian Schlosser42,469,0.459458024,17
Brian Schlosser42,468,0.459458024,18
Brian Schlosser42,458,0.459458024,19
Brian Schlosser42,423,0.45416607,20
Brian Schlosser42,438,0.332798473,21
Brian Schlosser42,421,0.332798473,22
Brian Schlosser42,557,0.31525328,23
Brian Schlosser42,512,0.189151968,24
Brian Schlosser42,510,0.189151968,25
Brian Schlosser42,498,0.189151968,26
Brian Schlosser42,497,0.189151968,27
Brian Schlosser42,489,0.189151968,28
Brian Schlosser42,487,0.189151968,29
Brian Schlosser42,462,0.189151968,30
Brian Schlosser42,673,0,31
Brian Schlosser42,667,0,32
Brian Schlosser42,665,0,33
Brian Schlosser42,660,0,34
Brian Schlosser42,659,0,35
Brian Schlosser42,658,0,36
Brian Schlosser42,657,0,37
Brian Schlosser42,656,0,38
Brian Schlosser42,655,0,39
Brian Schlosser42,654,0,40
Brian Schlosser42,653,0,41
Brian Schlosser42,652,0,42
Brian Schlosser42,651,0,43
Brian Schlosser42,649,0,44
Brian Schlosser42,648,0,45
Brian Schlosser42,647,0,46
Brian Schlosser42,646,0,47
Brian Schlosser42,644,0,48
Brian Schlosser42,643,0,49
Brian Schlosser42,642,0,50
Brian Schlosser42,641,0,51
Brian Schlosser42,640,0,52
Brian Schlosser42,639,0,53
Brian Schlosser42,638,0,54
Brian Schlosser42,637,0,55
Brian Schlosser42,636,0,56
Brian Schlosser42,635,0,57
Nunh-huh,417,1.600680047,1
Nunh-huh,418,1.592686919,2
Nunh-huh,424,1.163452917,3
Nunh-huh,419,1.027236932,4
Nunh-huh,416,1.027236932,5
Nunh-huh,509,0.949119662,6
Nunh-huh,507,0.949119662,7
Nunh-huh,502,0.949119662,8
Nunh-huh,469,0.943606415,9
Nunh-huh,485,0.9204448,10
Nunh-huh,471,0.9204448,11
Nunh-huh,458,0.9204448,12
Nunh-huh,508,0.899115948,13
Nunh-huh,423,0.892505638,14
Nunh-huh,468,0.886256691,15
Nunh-huh,501,0.836065292,16
Nunh-huh,610,0.818025252,17
Nunh-huh,524,0.754974596,18
Nunh-huh,517,0.754974596,19
Nunh-huh,421,0.754843152,20
Nunh-huh,567,0.731812981,21
Nunh-huh,438,0.641788782,22
Nunh-huh,557,0.494112014,23
Nunh-huh,498,0.46515477,24
Nunh-huh,497,0.46515477,25
Nunh-huh,462,0.392910384,26
Nunh-huh,512,0.380775262,27
Nunh-huh,510,0.380775262,28
Nunh-huh,489,0.323425538,29
Nunh-huh,487,0.323425538,30
Nunh-huh,673,0,31
Nunh-huh,667,0,32
Nunh-huh,665,0,33
Nunh-huh,660,0,34
Nunh-huh,659,0,35
Nunh-huh,658,0,36
Nunh-huh,657,0,37
Nunh-huh,656,0,38
Nunh-huh,655,0,39
Nunh-huh,654,0,40
Nunh-huh,653,0,41
Nunh-huh,652,0,42
Nunh-huh,651,0,43
Nunh-huh,649,0,44
Nunh-huh,648,0,45
Nunh-huh,647,0,46
Nunh-huh,646,0,47
Nunh-huh,644,0,48
Nunh-huh,643,0,49
Nunh-huh,642,0,50
Nunh-huh,641,0,51
Nunh-huh,640,0,52
Nunh-huh,639,0,53
Nunh-huh,638,0,54
Nunh-huh,637,0,55
Nunh-huh,636,0,56
Nunh-huh,635,0,57
Fredrik,418,0.850335415,1
Fredrik,417,0.835166928,2
Fredrik,424,0.602866507,3
Fredrik,419,0.602866507,4
Fredrik,416,0.602866507,5
Fredrik,610,0.52250868,6
Fredrik,508,0.52250868,7
Fredrik,567,0.459458024,8
Fredrik,524,0.459458024,9
Fredrik,517,0.459458024,10
Fredrik,509,0.459458024,11
Fredrik,507,0.459458024,12
Fredrik,502,0.459458024,13
Fredrik,501,0.459458024,14
Fredrik,485,0.459458024,15
Fredrik,471,0.459458024,16
Fredrik,469,0.459458024,17
Fredrik,468,0.459458024,18
Fredrik,458,0.459458024,19
Fredrik,423,0.45416607,20
Fredrik,438,0.332798473,21
Fredrik,421,0.332798473,22
Fredrik,557,0.31525328,23
Fredrik,512,0.189151968,24
Fredrik,510,0.189151968,25
Fredrik,498,0.189151968,26
Fredrik,497,0.189151968,27
Fredrik,489,0.189151968,28
Fredrik,487,0.189151968,29
Fredrik,462,0.189151968,30
Fredrik,673,0,31
Fredrik,667,0,32
Fredrik,665,0,33
Fredrik,660,0,34
Fredrik,659,0,35
Fredrik,658,0,36
Fredrik,657,0,37
Fredrik,656,0,38
Fredrik,655,0,39
Fredrik,654,0,40
Fredrik,653,0,41
Fredrik,652,0,42
Fredrik,651,0,43
Fredrik,649,0,44
Fredrik,648,0,45
Fredrik,647,0,46
Fredrik,646,0,47
Fredrik,644,0,48
Fredrik,643,0,49
Fredrik,642,0,50
Fredrik,641,0,51
Fredrik,640,0,52
Fredrik,639,0,53
Fredrik,638,0,54
Fredrik,637,0,55
Fredrik,636,0,56
Fredrik,635,0,57
Neutrality,418,1.054769175,1
Neutrality,417,1.039600687,2
Neutrality,424,0.782765453,3
Neutrality,419,0.782765453,4
Neutrality,416,0.782765453,5
Neutrality,610,0.654644469,6
Neutrality,508,0.654644469,7
Neutrality,567,0.591593813,8
Neutrality,524,0.591593813,9
Neutrality,517,0.591593813,10
Neutrality,509,0.591593813,11
Neutrality,507,0.591593813,12
Neutrality,502,0.591593813,13
Neutrality,501,0.591593813,14
Neutrality,485,0.591593813,15
Neutrality,471,0.591593813,16
Neutrality,469,0.591593813,17
Neutrality,468,0.591593813,18
Neutrality,458,0.591593813,19
Neutrality,423,0.589633707,20
Neutrality,438,0.443731297,21
Neutrality,421,0.443731297,22
Neutrality,557,0.378303936,23
Neutrality,512,0.252202624,24
Neutrality,510,0.252202624,25
Neutrality,498,0.252202624,26
Neutrality,497,0.252202624,27
Neutrality,489,0.252202624,28
Neutrality,487,0.252202624,29
Neutrality,462,0.252202624,30
Neutrality,673,0,31
Neutrality,667,0,32
Neutrality,665,0,33
Neutrality,660,0,34
Neutrality,659,0,35
Neutrality,658,0,36
Neutrality,657,0,37
Neutrality,656,0,38
Neutrality,655,0,39
Neutrality,654,0,40
Neutrality,653,0,41
Neutrality,652,0,42
Neutrality,651,0,43
Neutrality,649,0,44
Neutrality,648,0,45
Neutrality,647,0,46
Neutrality,646,0,47
Neutrality,644,0,48
Neutrality,643,0,49
Neutrality,642,0,50
Neutrality,641,0,51
Neutrality,640,0,52
Neutrality,639,0,53
Neutrality,638,0,54
Neutrality,637,0,55
Neutrality,636,0,56
Neutrality,635,0,57
Rmhermen,418,1.321056794,1
Rmhermen,417,1.305888306,2
Rmhermen,424,1.021786409,3
Rmhermen,419,0.993111546,4
Rmhermen,416,0.993111546,5
Rmhermen,508,0.936674176,6
Rmhermen,509,0.878377926,7
Rmhermen,507,0.878377926,8
Rmhermen,502,0.878377926,9
Rmhermen,501,0.849703064,10
Rmhermen,485,0.849703064,11
Rmhermen,471,0.849703064,12
Rmhermen,469,0.849703064,13
Rmhermen,458,0.849703064,14
Rmhermen,610,0.807742568,15
Rmhermen,423,0.795972577,16
Rmhermen,468,0.792353339,17
Rmhermen,567,0.768612368,18
Rmhermen,524,0.768612368,19
Rmhermen,517,0.768612368,20
Rmhermen,421,0.727814655,21
Rmhermen,438,0.699139793,22
Rmhermen,512,0.555493288,23
Rmhermen,510,0.555493288,24
Rmhermen,498,0.555493288,25
Rmhermen,497,0.555493288,26
Rmhermen,489,0.498143564,27
Rmhermen,487,0.498143564,28
Rmhermen,462,0.498143564,29
Rmhermen,557,0.363094193,30
Rmhermen,673,0,31
Rmhermen,667,0,32
Rmhermen,665,0,33
Rmhermen,660,0,34
Rmhermen,659,0,35
Rmhermen,658,0,36
Rmhermen,657,0,37
Rmhermen,656,0,38
Rmhermen,655,0,39
Rmhermen,654,0,40
Rmhermen,653,0,41
Rmhermen,652,0,42
Rmhermen,651,0,43
Rmhermen,649,0,44
Rmhermen,648,0,45
Rmhermen,647,0,46
Rmhermen,646,0,47
Rmhermen,644,0,48
Rmhermen,643,0,49
Rmhermen,642,0,50
Rmhermen,641,0,51
Rmhermen,640,0,52
Rmhermen,639,0,53
Rmhermen,638,0,54
Rmhermen,637,0,55
Rmhermen,636,0,56
Rmhermen,635,0,57
Saopaulo1,418,0.840996606,1
Saopaulo1,417,0.825828119,2
Saopaulo1,424,0.618062511,3
Saopaulo1,419,0.618062511,4
Saopaulo1,416,0.618062511,5
Saopaulo1,610,0.585467841,6
Saopaulo1,508,0.585467841,7
Saopaulo1,567,0.522417185,8
Saopaulo1,524,0.522417185,9
Saopaulo1,517,0.522417185,10
Saopaulo1,509,0.522417185,11
Saopaulo1,507,0.522417185,12
Saopaulo1,502,0.522417185,13
Saopaulo1,501,0.522417185,14
Saopaulo1,485,0.522417185,15
Saopaulo1,471,0.522417185,16
Saopaulo1,469,0.522417185,17
Saopaulo1,468,0.522417185,18
Saopaulo1,458,0.522417185,19
Saopaulo1,423,0.513793383,20
Saopaulo1,438,0.416960599,21
Saopaulo1,421,0.416960599,22
Saopaulo1,557,0.252202624,23
Saopaulo1,512,0.126101312,24
Saopaulo1,510,0.126101312,25
Saopaulo1,498,0.126101312,26
Saopaulo1,497,0.126101312,27
Saopaulo1,489,0.126101312,28
Saopaulo1,487,0.126101312,29
Saopaulo1,462,0.126101312,30
Saopaulo1,673,0,31
Saopaulo1,667,0,32
Saopaulo1,665,0,33
Saopaulo1,660,0,34
Saopaulo1,659,0,35
Saopaulo1,658,0,36
Saopaulo1,657,0,37
Saopaulo1,656,0,38
Saopaulo1,655,0,39
Saopaulo1,654,0,40
Saopaulo1,653,0,41
Saopaulo1,652,0,42
Saopaulo1,651,0,43
Saopaulo1,649,0,44
Saopaulo1,648,0,45
Saopaulo1,647,0,46
Saopaulo1,646,0,47
Saopaulo1,644,0,48
Saopaulo1,643,0,49
Saopaulo1,642,0,50
Saopaulo1,641,0,51
Saopaulo1,640,0,52
Saopaulo1,639,0,53
Saopaulo1,638,0,54
Saopaulo1,637,0,55
Saopaulo1,636,0,56
Saopaulo1,635,0,57
Rookkey,418,9.211200282,1
Rookkey,417,8.171751359,2
Rookkey,424,6.787299693,3
Rookkey,508,6.405311774,4
Rookkey,469,5.712419298,5
Rookkey,423,5.671345788,6
Rookkey,471,5.472957544,7
Rookkey,502,5.462692797,8
Rookkey,509,5.360403999,9
Rookkey,507,5.360403999,10
Rookkey,419,5.283352678,11
Rookkey,501,5.269421743,12
Rookkey,468,5.174718761,13
Rookkey,458,5.162339705,14
Rookkey,416,5.129909336,15
Rookkey,485,4.841644123,16
Rookkey,421,4.576690976,17
Rookkey,524,4.513801851,18
Rookkey,610,4.402171936,19
Rookkey,567,4.351516596,20
Rookkey,512,4.276563729,21
Rookkey,510,4.276563729,22
Rookkey,517,4.169409726,23
Rookkey,557,4.089423114,24
Rookkey,497,3.929567303,25
Rookkey,489,3.628121965,26
Rookkey,487,3.57262222,27
Rookkey,498,3.482176541,28
Rookkey,462,2.622146108,29
Rookkey,438,2.192690698,30
Rookkey,644,1.750538948,31
Rookkey,665,1.688578402,32
Rookkey,673,1.491993257,33
Rookkey,667,1.491993257,34
Rookkey,660,1.491993257,35
Rookkey,659,1.491993257,36
Rookkey,658,1.491993257,37
Rookkey,657,1.491993257,38
Rookkey,656,1.491993257,39
Rookkey,655,1.491993257,40
Rookkey,654,1.491993257,41
Rookkey,653,1.491993257,42
Rookkey,652,1.491993257,43
Rookkey,651,1.491993257,44
Rookkey,649,1.491993257,45
Rookkey,648,1.491993257,46
Rookkey,647,1.491993257,47
Rookkey,646,1.491993257,48
Rookkey,643,1.491993257,49
Rookkey,642,1.491993257,50
Rookkey,641,1.491993257,51
Rookkey,640,1.491993257,52
Rookkey,639,1.491993257,53
Rookkey,638,1.491993257,54
Rookkey,637,1.491993257,55
Rookkey,636,1.491993257,56
Rookkey,635,1.491993257,57
Marcschulz,418,1.116229188,1
Marcschulz,417,1.1010607,2
Marcschulz,424,0.73941102,3
Marcschulz,419,0.73941102,4
Marcschulz,416,0.73941102,5
Marcschulz,423,0.65109372,6
Marcschulz,610,0.611290036,7
Marcschulz,508,0.611290036,8
Marcschulz,567,0.54823938,9
Marcschulz,524,0.54823938,10
Marcschulz,517,0.54823938,11
Marcschulz,509,0.54823938,12
Marcschulz,507,0.54823938,13
Marcschulz,502,0.54823938,14
Marcschulz,501,0.54823938,15
Marcschulz,485,0.54823938,16
Marcschulz,471,0.54823938,17
Marcschulz,469,0.54823938,18
Marcschulz,468,0.54823938,19
Marcschulz,458,0.54823938,20
Marcschulz,438,0.400376863,21
Marcschulz,421,0.400376863,22
Marcschulz,557,0.378303936,23
Marcschulz,512,0.252202624,24
Marcschulz,510,0.252202624,25
Marcschulz,498,0.252202624,26
Marcschulz,497,0.252202624,27
Marcschulz,489,0.252202624,28
Marcschulz,487,0.252202624,29
Marcschulz,462,0.252202624,30
Marcschulz,673,0,31
Marcschulz,667,0,32
Marcschulz,665,0,33
Marcschulz,660,0,34
Marcschulz,659,0,35
Marcschulz,658,0,36
Marcschulz,657,0,37
Marcschulz,656,0,38
Marcschulz,655,0,39
Marcschulz,654,0,40
Marcschulz,653,0,41
Marcschulz,652,0,42
Marcschulz,651,0,43
Marcschulz,649,0,44
Marcschulz,648,0,45
Marcschulz,647,0,46
Marcschulz,646,0,47
Marcschulz,644,0,48
Marcschulz,643,0,49
Marcschulz,642,0,50
Marcschulz,641,0,51
Marcschulz,640,0,52
Marcschulz,639,0,53
Marcschulz,638,0,54
Marcschulz,637,0,55
Marcschulz,636,0,56
Marcschulz,635,0,57
Wikisux,418,3.742471838,1
Wikisux,417,3.048087829,2
Wikisux,424,2.665972498,3
Wikisux,419,2.662536228,4
Wikisux,508,2.633661835,5
Wikisux,416,2.482389098,6
Wikisux,509,2.204582685,7
Wikisux,507,2.204582685,8
Wikisux,421,2.185426981,9
Wikisux,423,2.028462336,10
Wikisux,512,1.627235645,11
Wikisux,510,1.627235645,12
Wikisux,469,1.423645598,13
Wikisux,485,1.400483983,14
Wikisux,471,1.400483983,15
Wikisux,458,1.373780195,16
Wikisux,502,1.314196409,17
Wikisux,468,1.261252739,18
Wikisux,567,1.235400937,19
Wikisux,610,1.194354607,20
Wikisux,501,1.180478412,21
Wikisux,524,1.111253437,22
Wikisux,517,1.090716814,23
Wikisux,438,1.020478994,24
Wikisux,557,0.989095791,25
Wikisux,498,0.813594358,26
Wikisux,497,0.78689057,27
Wikisux,462,0.73705326,28
Wikisux,487,0.690730029,29
Wikisux,489,0.680527454,30
Wikisux,644,0.141721235,31
Wikisux,673,0.094480823,32
Wikisux,667,0.094480823,33
Wikisux,665,0.094480823,34
Wikisux,660,0.094480823,35
Wikisux,659,0.094480823,36
Wikisux,658,0.094480823,37
Wikisux,657,0.094480823,38
Wikisux,656,0.094480823,39
Wikisux,655,0.094480823,40
Wikisux,654,0.094480823,41
Wikisux,653,0.094480823,42
Wikisux,652,0.094480823,43
Wikisux,651,0.094480823,44
Wikisux,649,0.094480823,45
Wikisux,648,0.094480823,46
Wikisux,647,0.094480823,47
Wikisux,646,0.094480823,48
Wikisux,643,0.094480823,49
Wikisux,642,0.094480823,50
Wikisux,641,0.094480823,51
Wikisux,640,0.094480823,52
Wikisux,639,0.094480823,53
Wikisux,638,0.094480823,54
Wikisux,637,0.094480823,55
Wikisux,636,0.094480823,56
Wikisux,635,0.094480823,57
Jiang,418,19.0936614,1
Jiang,417,17.86205364,2
Jiang,508,16.80266759,3
Jiang,424,16.64665427,4
Jiang,509,15.56384186,5
Jiang,507,15.56384186,6
Jiang,469,14.78054698,7
Jiang,502,14.69014144,8
Jiang,471,14.47862838,9
Jiang,458,14.1293807,10
Jiang,485,14.11275796,11
Jiang,468,13.70628762,12
Jiang,524,13.13725676,13
Jiang,501,13.12977644,14
Jiang,419,13.0672036,15
Jiang,567,12.80414406,16
Jiang,517,12.50794978,17
Jiang,416,12.32872013,18
Jiang,557,11.34622043,19
Jiang,421,10.79539814,20
Jiang,610,10.67684688,21
Jiang,423,10.24692566,22
Jiang,497,10.01659241,23
Jiang,512,9.84420905,24
Jiang,510,9.84420905,25
Jiang,498,9.747434695,26
Jiang,487,6.642625316,27
Jiang,489,6.584116327,28
Jiang,644,4.36962043,29
Jiang,462,4.363287595,30
Jiang,438,4.273021228,31
Jiang,667,4.115526362,32
Jiang,665,4.027131474,33
Jiang,660,3.896074711,34
Jiang,656,3.896074711,35
Jiang,655,3.896074711,36
Jiang,651,3.896074711,37
Jiang,649,3.896074711,38
Jiang,648,3.896074711,39
Jiang,643,3.896074711,40
Jiang,642,3.896074711,41
Jiang,641,3.896074711,42
Jiang,639,3.896074711,43
Jiang,637,3.896074711,44
Jiang,635,3.896074711,45
Jiang,673,3.868643254,46
Jiang,659,3.868643254,47
Jiang,658,3.868643254,48
Jiang,657,3.868643254,49
Jiang,654,3.868643254,50
Jiang,653,3.868643254,51
Jiang,652,3.868643254,52
Jiang,647,3.868643254,53
Jiang,646,3.868643254,54
Jiang,640,3.868643254,55
Jiang,638,3.868643254,56
Jiang,636,3.868643254,57
Leonard G.,417,3.852420815,1
Leonard G.,418,3.844427687,2
Leonard G.,424,3.058970271,3
Leonard G.,509,2.605821229,4
Leonard G.,507,2.605821229,5
Leonard G.,502,2.605821229,6
Leonard G.,469,2.600307983,7
Leonard G.,485,2.577146367,8
Leonard G.,471,2.577146367,9
Leonard G.,458,2.577146367,10
Leonard G.,419,2.500856747,11
Leonard G.,416,2.500856747,12
Leonard G.,423,2.306027136,13
Leonard G.,421,2.257959229,14
Leonard G.,468,2.227534773,15
Leonard G.,508,2.157840433,16
Leonard G.,501,2.070869321,17
Leonard G.,438,1.723007321,18
Leonard G.,610,1.71348534,19
Leonard G.,524,1.674355141,20
Leonard G.,517,1.674355141,21
Leonard G.,567,1.651193525,22
Leonard G.,498,1.613051928,23
Leonard G.,497,1.613051928,24
Leonard G.,512,1.106774882,25
Leonard G.,510,1.106774882,26
Leonard G.,557,0.973014285,27
Leonard G.,462,0.919294598,28
Leonard G.,489,0.734001673,29
Leonard G.,487,0.734001673,30
Leonard G.,673,0,31
Leonard G.,667,0,32
Leonard G.,665,0,33
Leonard G.,660,0,34
Leonard G.,659,0,35
Leonard G.,658,0,36
Leonard G.,657,0,37
Leonard G.,656,0,38
Leonard G.,655,0,39
Leonard G.,654,0,40
Leonard G.,653,0,41
Leonard G.,652,0,42
Leonard G.,651,0,43
Leonard G.,649,0,44
Leonard G.,648,0,45
Leonard G.,647,0,46
Leonard G.,646,0,47
Leonard G.,644,0,48
Leonard G.,643,0,49
Leonard G.,642,0,50
Leonard G.,641,0,51
Leonard G.,640,0,52
Leonard G.,639,0,53
Leonard G.,638,0,54
Leonard G.,637,0,55
Leonard G.,636,0,56
Leonard G.,635,0,57
Flockmeal,417,0.839579159,1
Flockmeal,418,0.831586031,2
Flockmeal,424,0.538775638,3
Flockmeal,419,0.515614022,4
Flockmeal,416,0.515614022,5
Flockmeal,610,0.483019353,6
Flockmeal,508,0.483019353,7
Flockmeal,469,0.443130313,8
Flockmeal,468,0.443130313,9
Flockmeal,423,0.434897961,10
Flockmeal,524,0.419968697,11
Flockmeal,517,0.419968697,12
Flockmeal,509,0.419968697,13
Flockmeal,507,0.419968697,14
Flockmeal,502,0.419968697,15
Flockmeal,501,0.419968697,16
Flockmeal,485,0.419968697,17
Flockmeal,471,0.419968697,18
Flockmeal,458,0.419968697,19
Flockmeal,567,0.396807081,20
Flockmeal,557,0.344849086,21
Flockmeal,438,0.26818888,22
Flockmeal,421,0.26818888,23
Flockmeal,462,0.172424543,24
Flockmeal,512,0.126101312,25
Flockmeal,510,0.126101312,26
Flockmeal,498,0.126101312,27
Flockmeal,497,0.126101312,28
Flockmeal,489,0.126101312,29
Flockmeal,487,0.126101312,30
Flockmeal,673,0,31
Flockmeal,667,0,32
Flockmeal,665,0,33
Flockmeal,660,0,34
Flockmeal,659,0,35
Flockmeal,658,0,36
Flockmeal,657,0,37
Flockmeal,656,0,38
Flockmeal,655,0,39
Flockmeal,654,0,40
Flockmeal,653,0,41
Flockmeal,652,0,42
Flockmeal,651,0,43
Flockmeal,649,0,44
Flockmeal,648,0,45
Flockmeal,647,0,46
Flockmeal,646,0,47
Flockmeal,644,0,48
Flockmeal,643,0,49
Flockmeal,642,0,50
Flockmeal,641,0,51
Flockmeal,640,0,52
Flockmeal,639,0,53
Flockmeal,638,0,54
Flockmeal,637,0,55
Flockmeal,636,0,56
Flockmeal,635,0,57
Sam Francis,417,1.148211785,1
Sam Francis,418,1.140218657,2
Sam Francis,424,0.823667292,3
Sam Francis,419,0.800505677,4
Sam Francis,416,0.800505677,5
Sam Francis,508,0.767911007,6
Sam Francis,610,0.744170036,7
Sam Francis,469,0.728021967,8
Sam Francis,468,0.728021967,9
Sam Francis,509,0.704860351,10
Sam Francis,507,0.704860351,11
Sam Francis,502,0.704860351,12
Sam Francis,501,0.704860351,13
Sam Francis,485,0.704860351,14
Sam Francis,471,0.704860351,15
Sam Francis,458,0.704860351,16
Sam Francis,423,0.696048644,17
Sam Francis,524,0.68111938,18
Sam Francis,517,0.68111938,19
Sam Francis,567,0.657957765,20
Sam Francis,438,0.529339563,21
Sam Francis,421,0.529339563,22
Sam Francis,462,0.433575226,23
Sam Francis,512,0.387251995,24
Sam Francis,510,0.387251995,25
Sam Francis,498,0.387251995,26
Sam Francis,497,0.387251995,27
Sam Francis,489,0.387251995,28
Sam Francis,487,0.387251995,29
Sam Francis,557,0.344849086,30
Sam Francis,673,0,31
Sam Francis,667,0,32
Sam Francis,665,0,33
Sam Francis,660,0,34
Sam Francis,659,0,35
Sam Francis,658,0,36
Sam Francis,657,0,37
Sam Francis,656,0,38
Sam Francis,655,0,39
Sam Francis,654,0,40
Sam Francis,653,0,41
Sam Francis,652,0,42
Sam Francis,651,0,43
Sam Francis,649,0,44
Sam Francis,648,0,45
Sam Francis,647,0,46
Sam Francis,646,0,47
Sam Francis,644,0,48
Sam Francis,643,0,49
Sam Francis,642,0,50
Sam Francis,641,0,51
Sam Francis,640,0,52
Sam Francis,639,0,53
Sam Francis,638,0,54
Sam Francis,637,0,55
Sam Francis,636,0,56
Sam Francis,635,0,57
Michael Hardy,417,1.049242493,1
Michael Hardy,418,1.041249365,2
Michael Hardy,424,0.696023138,3
Michael Hardy,419,0.644186661,4
Michael Hardy,416,0.644186661,5
Michael Hardy,508,0.611591991,6
Michael Hardy,509,0.577216197,7
Michael Hardy,507,0.577216197,8
Michael Hardy,502,0.577216197,9
Michael Hardy,469,0.571702951,10
Michael Hardy,501,0.548541335,11
Michael Hardy,485,0.548541335,12
Michael Hardy,471,0.548541335,13
Michael Hardy,458,0.548541335,14
Michael Hardy,423,0.539729628,15
Michael Hardy,610,0.530501295,16
Michael Hardy,468,0.514353226,17
Michael Hardy,524,0.467450639,18
Michael Hardy,517,0.467450639,19
